"","X","Date","SNDP"
"1",1,"1981-10-01",0
"2",2,"1981-10-02",0
"3",3,"1981-10-03",0
"4",4,"1981-10-04",0
"5",5,"1981-10-05",0
"6",6,"1981-10-06",0
"7",7,"1981-10-07",0
"8",8,"1981-10-08",0
"9",9,"1981-10-09",0
"10",10,"1981-10-10",0
"11",11,"1981-10-11",0
"12",12,"1981-10-12",0
"13",13,"1981-10-13",0
"14",14,"1981-10-14",0
"15",15,"1981-10-15",0
"16",16,"1981-10-16",0
"17",17,"1981-10-17",0
"18",18,"1981-10-18",0
"19",19,"1981-10-19",0
"20",20,"1981-10-20",0
"21",21,"1981-10-21",0
"22",22,"1981-10-22",0
"23",23,"1981-10-23",0
"24",24,"1981-10-24",1.71943269230769
"25",25,"1981-10-25",1.71943269230769
"26",26,"1981-10-26",5.51457692307692
"27",27,"1981-10-27",2.4165
"28",28,"1981-10-28",1.30119230769231
"29",29,"1981-10-29",1.16177884615385
"30",30,"1981-10-30",1.16177884615385
"31",31,"1981-10-31",1.16177884615385
"32",32,"1981-11-01",1.16177884615385
"33",33,"1981-11-02",1.03785576923077
"34",34,"1981-11-03",0.759028846153846
"35",35,"1981-11-04",0.743538461538462
"36",36,"1981-11-05",0.743538461538462
"37",37,"1981-11-06",0.681576923076923
"38",38,"1981-11-07",0.666086538461538
"39",39,"1981-11-08",0.666086538461538
"40",40,"1981-11-09",0.666086538461538
"41",41,"1981-11-10",0.666086538461538
"42",42,"1981-11-11",0.666086538461538
"43",43,"1981-11-12",0.557653846153846
"44",44,"1981-11-13",0.480201923076923
"45",45,"1981-11-14",0.495692307692308
"46",46,"1981-11-15",0.728048076923077
"47",47,"1981-11-16",0.635105769230769
"48",48,"1981-11-17",0.495692307692308
"49",49,"1981-11-18",0.433730769230769
"50",50,"1981-11-19",0.526673076923077
"51",51,"1981-11-20",0.526673076923077
"52",52,"1981-11-21",10.1926730769231
"53",53,"1981-11-22",17.8294326923077
"54",54,"1981-11-23",18.0772788461538
"55",55,"1981-11-24",16.0325480769231
"56",56,"1981-11-25",16.0015673076923
"57",57,"1981-11-26",15.7692115384615
"58",58,"1981-11-27",15.7847019230769
"59",59,"1981-11-28",18.0772788461538
"60",60,"1981-11-29",25.8069807692308
"61",61,"1981-11-30",24.8155961538462
"62",62,"1981-12-01",17.6590384615385
"63",63,"1981-12-02",31.7707788461538
"64",64,"1981-12-03",30.9962596153846
"65",65,"1981-12-04",42.892875
"66",66,"1981-12-05",34.6829711538462
"67",67,"1981-12-06",57.7016826923077
"68",68,"1981-12-07",78.2109519230769
"69",69,"1981-12-08",73.4089326923077
"70",70,"1981-12-09",72.6653942307692
"71",71,"1981-12-10",73.5793269230769
"72",72,"1981-12-11",79.9768557692308
"73",73,"1981-12-12",80.6429423076923
"74",74,"1981-12-13",80.6274519230769
"75",75,"1981-12-14",81.0611826923077
"76",76,"1981-12-15",107.286403846154
"77",77,"1981-12-16",121.305201923077
"78",78,"1981-12-17",130.723355769231
"79",79,"1981-12-18",130.769826923077
"80",80,"1981-12-19",145.206865384615
"81",81,"1981-12-20",141.132894230769
"82",82,"1981-12-21",142.294673076923
"83",83,"1981-12-22",142.124278846154
"84",84,"1981-12-23",157.955451923077
"85",85,"1981-12-24",174.979384615385
"86",86,"1981-12-25",173.616230769231
"87",87,"1981-12-26",176.311557692308
"88",88,"1981-12-27",174.142903846154
"89",89,"1981-12-28",198.819086538462
"90",90,"1981-12-29",208.655480769231
"91",91,"1981-12-30",211.629634615385
"92",92,"1981-12-31",210.994528846154
"93",93,"1982-01-01",210.003144230769
"94",94,"1982-01-02",254.259173076923
"95",95,"1982-01-03",248.481259615385
"96",96,"1982-01-04",257.171365384615
"97",97,"1982-01-05",310.861038461538
"98",98,"1982-01-06",307.344721153846
"99",99,"1982-01-07",314.888538461538
"100",100,"1982-01-08",312.100269230769
"101",101,"1982-01-09",313.928134615385
"102",102,"1982-01-10",311.124375
"103",103,"1982-01-11",315.756
"104",104,"1982-01-12",313.494403846154
"105",105,"1982-01-13",314.253432692308
"106",106,"1982-01-14",327.931442307692
"107",107,"1982-01-15",326.057105769231
"108",108,"1982-01-16",326.181028846154
"109",109,"1982-01-17",332.779932692308
"110",110,"1982-01-18",328.767923076923
"111",111,"1982-01-19",331.230894230769
"112",112,"1982-01-20",334.855644230769
"113",113,"1982-01-21",331.773057692308
"114",114,"1982-01-22",333.182682692308
"115",115,"1982-01-23",327.853990384615
"116",116,"1982-01-24",370.948240384615
"117",117,"1982-01-25",365.604057692308
"118",118,"1982-01-26",368.067028846154
"119",119,"1982-01-27",366.5025
"120",120,"1982-01-28",367.524865384615
"121",121,"1982-01-29",367.292509615385
"122",122,"1982-01-30",367.974086538462
"123",123,"1982-01-31",372.264923076923
"124",124,"1982-02-01",396.832673076923
"125",125,"1982-02-02",388.452375
"126",126,"1982-02-03",406.529653846154
"127",127,"1982-02-04",420.517471153846
"128",128,"1982-02-05",424.994192307692
"129",129,"1982-02-06",432.754875
"130",130,"1982-02-07",429.532875
"131",131,"1982-02-08",430.586221153846
"132",132,"1982-02-09",433.994105769231
"133",133,"1982-02-10",453.837288461538
"134",134,"1982-02-11",448.493105769231
"135",135,"1982-02-12",453.511990384615
"136",136,"1982-02-13",450.104105769231
"137",137,"1982-02-14",454.503375
"138",138,"1982-02-15",450.522346153846
"139",139,"1982-02-16",452.024913461538
"140",140,"1982-02-17",446.448375
"141",141,"1982-02-18",449.887240384615
"142",142,"1982-02-19",444.930317307692
"143",143,"1982-02-20",468.955903846154
"144",144,"1982-02-21",455.665153846154
"145",145,"1982-02-22",470.288076923077
"146",146,"1982-02-23",465.377625
"147",147,"1982-02-24",466.78725
"148",148,"1982-02-25",465.005855769231
"149",149,"1982-02-26",465.749394230769
