"","X","Date","SNDP"
"1",1,"1981-10-01",0
"2",2,"1981-10-02",0
"3",3,"1981-10-03",0
"4",4,"1981-10-04",0
"5",5,"1981-10-05",0
"6",6,"1981-10-06",0
"7",7,"1981-10-07",0
"8",8,"1981-10-08",0
"9",9,"1981-10-09",0
"10",10,"1981-10-10",0
"11",11,"1981-10-11",0
"12",12,"1981-10-12",0
"13",13,"1981-10-13",0
"14",14,"1981-10-14",0
"15",15,"1981-10-15",0
"16",16,"1981-10-16",0
"17",17,"1981-10-17",0
"18",18,"1981-10-18",0
"19",19,"1981-10-19",0.135954545454545
"20",20,"1981-10-20",0.151060606060607
"21",21,"1981-10-21",0.151060606060607
"22",22,"1981-10-22",0.105742424242424
"23",23,"1981-10-23",0.0604242424242424
"24",24,"1981-10-24",0.906363636363636
"25",25,"1981-10-25",0.906363636363636
"26",26,"1981-10-26",2.12995454545455
"27",27,"1981-10-27",1.3444393939394
"28",28,"1981-10-28",0.785515151515152
"29",29,"1981-10-29",0.725090909090909
"30",30,"1981-10-30",0.725090909090909
"31",31,"1981-10-31",0.725090909090909
"32",32,"1981-11-01",0.725090909090909
"33",33,"1981-11-02",0.634454545454545
"34",34,"1981-11-03",0.468287878787879
"35",35,"1981-11-04",0.453181818181819
"36",36,"1981-11-05",0.453181818181819
"37",37,"1981-11-06",0.422969696969697
"38",38,"1981-11-07",0.453181818181819
"39",39,"1981-11-08",0.453181818181819
"40",40,"1981-11-09",0.438075757575757
"41",41,"1981-11-10",0.438075757575757
"42",42,"1981-11-11",0.422969696969697
"43",43,"1981-11-12",0.649560606060606
"44",44,"1981-11-13",0.649560606060606
"45",45,"1981-11-14",0.347439393939394
"46",46,"1981-11-15",0.377651515151515
"47",47,"1981-11-16",0.377651515151515
"48",48,"1981-11-17",0.332333333333333
"49",49,"1981-11-18",0.317227272727273
"50",50,"1981-11-19",0.392757575757576
"51",51,"1981-11-20",0.407863636363636
"52",52,"1981-11-21",7.35665151515152
"53",53,"1981-11-22",10.2116969696969
"54",54,"1981-11-23",10.0304242424243
"55",55,"1981-11-24",10.0455303030303
"56",56,"1981-11-25",10.1210606060607
"57",57,"1981-11-26",9.90957575757576
"58",58,"1981-11-27",9.27512121212121
"59",59,"1981-11-28",11.2842272727273
"60",60,"1981-11-29",12.5984545454545
"61",61,"1981-11-30",11.6920909090909
"62",62,"1981-12-01",10.982106060606
"63",63,"1981-12-02",21.3146515151515
"64",64,"1981-12-03",19.1695909090909
"65",65,"1981-12-04",21.8584696969697
"66",66,"1981-12-05",20.8010454545455
"67",67,"1981-12-06",33.9886363636364
"68",68,"1981-12-07",42.9012121212121
"69",69,"1981-12-08",40.0914848484848
"70",70,"1981-12-09",44.0643787878788
"71",71,"1981-12-10",41.7833636363636
"72",72,"1981-12-11",45.348393939394
"73",73,"1981-12-12",44.849893939394
"74",74,"1981-12-13",45.3332878787879
"75",75,"1981-12-14",45.1066969696969
"76",76,"1981-12-15",67.9772727272727
"77",77,"1981-12-16",64.2460757575757
"78",78,"1981-12-17",75.1828636363636
"79",79,"1981-12-18",76.0439090909091
"80",80,"1981-12-19",92.7814242424243
"81",81,"1981-12-20",84.4277727272728
"82",82,"1981-12-21",89.2466060606061
"83",83,"1981-12-22",85.0169090909091
"84",84,"1981-12-23",98.8238484848485
"85",85,"1981-12-24",109.473621212121
"86",86,"1981-12-25",105.938803030303
"87",87,"1981-12-26",111.376984848485
"88",88,"1981-12-27",106.784742424243
"89",89,"1981-12-28",126.785166666667
"90",90,"1981-12-29",133.341196969697
"91",91,"1981-12-30",136.709848484848
"92",92,"1981-12-31",136.407727272727
"93",93,"1982-01-01",136.362409090909
"94",94,"1982-01-02",161.106136363636
"95",95,"1982-01-03",158.658954545455
"96",96,"1982-01-04",161.393151515152
"97",97,"1982-01-05",190.865075757576
"98",98,"1982-01-06",185.049242424243
"99",99,"1982-01-07",190.532742424243
"100",100,"1982-01-08",187.78343939394
"101",101,"1982-01-09",190.034242424243
"102",102,"1982-01-10",189.626378787879
"103",103,"1982-01-11",191.846969696969
"104",104,"1982-01-12",190.698909090909
"105",105,"1982-01-13",190.849969696969
"106",106,"1982-01-14",200.109984848485
"107",107,"1982-01-15",197.315363636364
"108",108,"1982-01-16",197.194515151515
"109",109,"1982-01-17",201.620590909091
"110",110,"1982-01-18",197.995136363636
"111",111,"1982-01-19",200.955924242424
"112",112,"1982-01-20",201.333575757576
"113",113,"1982-01-21",200.397
"114",114,"1982-01-22",202.300363636364
"115",115,"1982-01-23",200.578272727273
"116",116,"1982-01-24",226.198151515152
"117",117,"1982-01-25",221.288681818181
"118",118,"1982-01-26",224.249469696969
"119",119,"1982-01-27",223.146727272727
"120",120,"1982-01-28",224.793287878788
"121",121,"1982-01-29",224.657333333333
"122",122,"1982-01-30",224.702651515152
"123",123,"1982-01-31",228.66043939394
"124",124,"1982-02-01",249.627651515152
"125",125,"1982-02-02",243.026303030303
"126",126,"1982-02-03",253.570333333333
"127",127,"1982-02-04",248.645757575757
"128",128,"1982-02-05",257.256212121212
"129",129,"1982-02-06",264.235212121212
"130",130,"1982-02-07",262.075045454545
"131",131,"1982-02-08",264.930090909091
"132",132,"1982-02-09",262.482909090909
"133",133,"1982-02-10",286.108787878788
"134",134,"1982-02-11",274.114575757576
"135",135,"1982-02-12",283.344378787879
"136",136,"1982-02-13",274.930303030303
"137",137,"1982-02-14",284.069469696969
"138",138,"1982-02-15",278.495333333333
"139",139,"1982-02-16",281.259742424243
"140",140,"1982-02-17",272.860772727273
"141",141,"1982-02-18",278.147893939393
"142",142,"1982-02-19",273.374378787879
"143",143,"1982-02-20",288.329378787879
"144",144,"1982-02-21",274.250530303031
"145",145,"1982-02-22",292.181424242424
"146",146,"1982-02-23",286.426015151515
