"","Date","P","R"
"1",1981-01-01,0,0.097863021821952
"2",1981-01-02,0.275438569141286,0.0954164462764032
"3",1981-01-03,0.47666571621384,0.0905232951853056
"4",1981-01-04,0,0.0880767196397568
"5",1981-01-05,0,0.0831835685486592
"6",1981-01-06,0,0.0807369930031104
"7",1981-01-07,1.3986000083174,0.0807369930031104
"8",1981-01-08,0.201385714864624,0.0807369930031104
"9",1981-01-09,0,0.0807369930031104
"10",1981-01-10,0,0.0782904174575616
"11",1981-01-11,0.0333000000531652,0.0758438419120128
"12",1981-01-12,0,0.073397266366464
"13",1981-01-13,0,0.073397266366464
"14",1981-01-14,0,0.0709506908209152
"15",1981-01-15,0,0.0709506908209152
"16",1981-01-16,0,0.0685041152753664
"17",1981-01-17,1.20950357672146,0.0685041152753664
"18",1981-01-18,0.00404357147110361,0.0685041152753664
"19",1981-01-19,0,0.0685041152753664
"20",1981-01-20,0,0.0685041152753664
"21",1981-01-21,0,0.0685041152753664
"22",1981-01-22,0,0.0660575397298176
"23",1981-01-23,0,0.0660575397298176
"24",1981-01-24,0.000317142850054162,0.0660575397298176
"25",1981-01-25,0,0.0660575397298176
"26",1981-01-26,0,0.0660575397298176
"27",1981-01-27,0,0.0636109641842688
"28",1981-01-28,0,0.0636109641842688
"29",1981-01-29,0.0696128574919753,0.0636109641842688
"30",1981-01-30,0.423227141874178,0.0636109641842688
"31",1981-01-31,0,0.06116438863872
"32",1981-02-01,0,0.0587178130931712
"33",1981-02-02,3.75084857082367,0.12232877727744
"34",1981-02-03,5.34314353997366,0.912572678489702
"35",1981-02-04,0,0.880767196397568
"36",1981-02-05,0,0.579838404295066
"37",1981-02-06,0,0.413471267197747
"38",1981-02-07,0,0.293589065465856
"39",1981-02-08,0.40729071550497,0.229978101281587
"40",1981-02-09,5.29041858836582,0.193279468098355
"41",1981-02-10,0,0.168813712642867
"42",1981-02-11,0.682332851018224,0.251997281191526
"43",1981-02-12,6.86463645458221,2.21904401981276
"44",1981-02-13,0,2.01597824953221
"45",1981-02-14,0,1.59027410460672
"46",1981-02-15,0,0.963950764946227
"47",1981-02-16,0,0.562712375476224
"48",1981-02-17,0,0.440383598198784
"49",1981-02-18,0,0.503994562383053
"50",1981-02-19,0,0.719293210391347
"51",1981-02-20,1.83863572260312,1.66856452206428
"52",1981-02-21,7.02336647333417,4.59956202563174
"53",1981-02-22,0.867940710731915,4.13471267197747
"54",1981-02-23,0,2.24350977526825
"55",1981-02-24,2.76160073273523,2.61783583373722
"56",1981-02-25,12.139514944349,3.4741372746793
"57",1981-02-26,9.64502784020561,3.20501396466893
"58",1981-02-27,1.16113929176331,2.69123310010368
"59",1981-02-28,0,1.8447179613438
"60",1981-03-01,0.197580000723047,1.22573434831995
"61",1981-03-02,0,0.868534318669824
"62",1981-03-03,0,0.682594577208115
"63",1981-03-04,0,0.521120591201894
"64",1981-03-05,0,0.491761684655309
"65",1981-03-06,0,0.452616475926528
"66",1981-03-07,0.204160714758294,0.420810993834394
"67",1981-03-08,1.19919642857143,0.42815072047104
"68",1981-03-09,0,0.396345238378906
"69",1981-03-10,0,0.379219209560064
"70",1981-03-11,0,0.36698633183232
"71",1981-03-12,0.354724283899579,0.337627425285734
"72",1981-03-13,0.00166500003662493,0.330287698649088
"73",1981-03-14,0,0.327841123103539
"74",1981-03-15,0,0.315608245375795
"75",1981-03-16,0.00293357136300099,0.32539454755799
"76",1981-03-17,0,0.281356187738112
"77",1981-03-18,0,0.271569885555917
"78",1981-03-19,0,0.256890432282624
"79",1981-03-20,0,0.227531525736038
"80",1981-03-21,0.583780713302748,0.217745223553843
"81",1981-03-22,0,0.215298648008294
"82",1981-03-23,0,0.217745223553843
"83",1981-03-24,0,0.237317827918234
"84",1981-03-25,0,0.249550705645978
"85",1981-03-26,0,0.259337007828173
"86",1981-03-27,0.960308579972813,0.342520576376832
"87",1981-03-28,1.84529571247101,0.437937022653235
"88",1981-03-29,0,0.579838404295066
"89",1981-03-30,0,1.35050970114294
"90",1981-03-31,0.444317142082112,1.80801932816056
"91",1981-04-01,0,1.70281657970196
"92",1981-04-02,3.26601642342977,1.65877821988209
"93",1981-04-03,0,1.54378916924129
"94",1981-04-04,0,1.06670693785928
"95",1981-04-05,0,0.826942534395494
"96",1981-04-06,1.4020885650771,0.785350750121165
"97",1981-04-07,0,0.658128821752627
"98",1981-04-08,0,0.540693195566285
"99",1981-04-09,0,0.479528806927565
"100",1981-04-10,0.242535002154963,0.440383598198784
"101",1981-04-11,0,0.403684965015552
"102",1981-04-12,0.215815714512553,0.38655893619671
"103",1981-04-13,0,0.349860303013478
"104",1981-04-14,0,0.359646605195674
"105",1981-04-15,3.17396570430483,0.50888771347415
"106",1981-04-16,0,0.450169900380979
"107",1981-04-17,0,0.38655893619671
"108",1981-04-18,1.49715214225224,0.459956202563174
"109",1981-04-19,0.690182136808122,0.63121649075159
"110",1981-04-20,0,0.50888771347415
"111",1981-04-21,0.052487142348529,0.413471267197747
"112",1981-04-22,0,0.354753454104576
"113",1981-04-23,0,0.320501396466893
"114",1981-04-24,2.95196572698865,0.479528806927565
"115",1981-04-25,2.30190214225224,0.65323567066153
"116",1981-04-26,0.0998207140777793,0.699720606026957
"117",1981-04-27,0,0.555372648839578
"118",1981-04-28,0,0.44772332483543
"119",1981-04-29,0.732600002646446,0.40857811610665
"120",1981-04-30,0.991467858655113,0.420810993834394
"121",1981-05-01,0,0.38655893619671
"122",1981-05-02,1.3070249916826,0.494208260200858
"123",1981-05-03,0.368916428049228,0.452616475926528
"124",1981-05-04,0,0.379219209560064
"125",1981-05-05,0.000158571425027081,0.335180849740186
"126",1981-05-06,0,0.3058219431936
"127",1981-05-07,0.0677892849374829,0.276463036647014
"128",1981-05-08,0,0.249550705645978
"129",1981-05-09,0,0.229978101281587
"130",1981-05-10,0,0.22508495019049
"131",1981-05-11,0.215498568649803,0.217745223553843
"132",1981-05-12,1.50119570793424,0.430597296016589
"133",1981-05-13,5.78492356477466,0.939485009490739
"134",1981-05-14,0,0.677701426117018
"135",1981-05-15,0,0.481975382473114
"136",1981-05-16,6.85480498245785,1.26487955704873
"137",1981-05-17,4.33692857142857,2.16521935781069
"138",1981-05-18,0,1.64654534215434
"139",1981-05-19,0,0.910126102944154
"140",1981-05-20,0,0.609197310841651
"141",1981-05-21,0,0.481975382473114
"142",1981-05-22,0.040197856613568,0.403684965015552
"143",1981-05-23,0,0.34741372746793
"144",1981-05-24,0,0.303375367648051
"145",1981-05-25,0,0.266676734464819
"146",1981-05-26,0,0.237317827918234
"147",1981-05-27,0,0.210405496917197
"148",1981-05-28,0.0536764280214639,0.185939741461709
"149",1981-05-29,0,0.168813712642867
"150",1981-05-30,0.979733578460558,0.171260288188416
"151",1981-05-31,3.35521283687865,0.266676734464819
"152",1981-06-01,1.82872499319485,0.369432907377869
"153",1981-06-02,0,0.26423015891927
"154",1981-06-03,0,0.207958921371648
"155",1981-06-04,0.483642851471901,0.195726043643904
"156",1981-06-05,0.317380714767746,0.207958921371648
"157",1981-06-06,0,0.195726043643904
"158",1981-06-07,1.63233428662164,0.20306577028055
"159",1981-06-08,0,0.181046590370611
"160",1981-06-09,1.75681284897668,0.188386317007258
"161",1981-06-10,2.19224999243872,0.26423015891927
"162",1981-06-11,0.551590715646744,0.217745223553843
"163",1981-06-12,0.410382858957563,0.181046590370611
"164",1981-06-13,0.502433573356696,0.154134259369574
"165",1981-06-14,0,0.137008230550733
"166",1981-06-15,0,0.124775352822989
"167",1981-06-16,0,0.114989050640794
"168",1981-06-17,0,0.10275617291305
"169",1981-06-18,0,0.0929698707308544
"170",1981-06-19,0,0.0807369930031104
"171",1981-06-20,0,0.0758438419120128
"172",1981-06-21,2.13556070218767,0.0758438419120128
"173",1981-06-22,0.433058569502218,0.097863021821952
"174",1981-06-23,4.18271783597129,0.14190138164183
"175",1981-06-24,0,0.117435626186342
"176",1981-06-25,0,0.0954164462764032
"177",1981-06-26,4.04095501572746,0.107649324004147
"178",1981-06-27,0,0.110095899549696
"179",1981-06-28,0,0.0929698707308544
"180",1981-06-29,0,0.0782904174575616
"181",1981-06-30,0,0.0660575397298176
"182",1981-07-01,0,0.06116438863872
"183",1981-07-02,0,0.0562712375476224
"184",1981-07-03,0.0965699997318111,0.0562712375476224
"185",1981-07-04,0.278055000888451,0.0538246620020736
"186",1981-07-05,5.13890358352662,0.112542475095245
"187",1981-07-06,3.91243284232275,0.220191799099392
"188",1981-07-07,0,0.166367137097318
"189",1981-07-08,0,0.110095899549696
"190",1981-07-09,0,0.0905232951853056
"191",1981-07-10,3.2396142887388,0.100309597367501
"192",1981-07-11,0,0.0905232951853056
"193",1981-07-12,0,0.0709506908209152
"194",1981-07-13,0.178789289249772,0.0709506908209152
"195",1981-07-14,2.95902215828215,0.0929698707308544
"196",1981-07-15,0.551035711450235,0.10275617291305
"197",1981-07-16,0,0.0905232951853056
"198",1981-07-17,0,0.073397266366464
"199",1981-07-18,0,0.0636109641842688
"200",1981-07-19,0.00824571441153864,0.0587178130931712
"201",1981-07-20,0.0760349995557751,0.0636109641842688
"202",1981-07-21,6.6010907421112,0.188386317007258
"203",1981-07-22,1.0717050006049,0.256890432282624
"204",1981-07-23,0,0.166367137097318
"205",1981-07-24,0,0.119882201731891
"206",1981-07-25,0,0.0954164462764032
"207",1981-07-26,0,0.0807369930031104
"208",1981-07-27,3.26704714618411,0.105202748458598
"209",1981-07-28,0,0.12232877727744
"210",1981-07-29,6.5030935490472,0.281356187738112
"211",1981-07-30,0.652521431974002,0.379219209560064
"212",1981-07-31,0,0.259337007828173
"213",1981-08-01,0,0.168813712642867
"214",1981-08-02,0,0.129668503914086
"215",1981-08-03,0.0105450000153588,0.10275617291305
