"","Date","P","R"
"1",1981-01-01,0,0.0342520576376832
"2",1981-01-02,0.0708366666038831,0.0318054820921344
"3",1981-01-03,0.0117622222372641,0.0293589065465856
"4",1981-01-04,0,0.0269123310010368
"5",1981-01-05,0.0126400000444717,0.024465755455488
"6",1981-01-06,0,0.0232424676827136
"7",1981-01-07,0.245865553379059,0.0220191799099392
"8",1981-01-08,0.109722222222222,0.0215298648008294
"9",1981-01-09,0,0.0210405496917197
"10",1981-01-10,0,0.0210405496917197
"11",1981-01-11,0,0.0210405496917197
"12",1981-01-12,0,0.0200619194735002
"13",1981-01-13,0,0.0200619194735002
"14",1981-01-14,0,0.0200619194735002
"15",1981-01-15,0,0.0200619194735002
"16",1981-01-16,0,0.0210405496917197
"17",1981-01-17,0.359011103577084,0.0210405496917197
"18",1981-01-18,0.00052666665489475,0.0210405496917197
"19",1981-01-19,0.000614444430710541,0.0217745223553843
"20",1981-01-20,0,0.0229978101281587
"21",1981-01-21,0,0.0237317827918234
"22",1981-01-22,0,0.0229978101281587
"23",1981-01-23,0.023348889020996,0.0220191799099392
"24",1981-01-24,0.0209788888614211,0.0220191799099392
"25",1981-01-25,0,0.0232424676827136
"26",1981-01-26,0,0.024465755455488
"27",1981-01-27,0,0.0229978101281587
"28",1981-01-28,0,0.0210405496917197
"29",1981-01-29,0.057845555063751,0.0205512345826099
"30",1981-01-30,0.0838277773592207,0.0195726043643904
"31",1981-01-31,0,0.0185939741461709
"32",1981-02-01,0,0.0185939741461709
"33",1981-02-02,2.79080665461223,0.269123310010368
"34",1981-02-03,1.81998442904155,0.24465755455488
"35",1981-02-04,0.01931111126807,0.132115079459635
"36",1981-02-05,0,0.12232877727744
"37",1981-02-06,0,0.107649324004147
"38",1981-02-07,0.0584600002302064,0.119882201731891
"39",1981-02-08,0.057757777892881,0.105202748458598
"40",1981-02-09,1.47133108499315,0.0880767196397568
"41",1981-02-10,0,0.0807369930031104
"42",1981-02-11,0.197587775601281,0.085630144094208
"43",1981-02-12,1.79725,0.562712375476224
"44",1981-02-13,0,0.3058219431936
"45",1981-02-14,0,0.195726043643904
"46",1981-02-15,0,0.146794532732928
"47",1981-02-16,0,0.132115079459635
"48",1981-02-17,0.0326533334373186,0.171260288188416
"49",1981-02-18,0,0.254443856737075
"50",1981-02-19,0,0.415917842743296
"51",1981-02-20,0.636388884703318,0.905232951853056
"52",1981-02-21,0.859344432724844,0.807369930031104
"53",1981-02-22,0.0626733332077662,0.562712375476224
"54",1981-02-23,0,0.415917842743296
"55",1981-02-24,1.58965555890401,0.782904174575616
"56",1981-02-25,3.17334225972494,0.758438419120128
"57",1981-02-26,2.22490332730611,0.626323339660493
"58",1981-02-27,0.0982233333124052,0.503994562383053
"59",1981-02-28,0,0.398791813924455
"60",1981-03-01,0.13535333191024,0.357200029650125
"61",1981-03-02,0,0.322947972012442
"62",1981-03-03,0.0219444447223925,0.249550705645978
"63",1981-03-04,0,0.237317827918234
"64",1981-03-05,0,0.215298648008294
"65",1981-03-06,0,0.188386317007258
"66",1981-03-07,0.449422224733564,0.173706863733965
"67",1981-03-08,0.0410800000627836,0.16392056155177
"68",1981-03-09,0,0.154134259369574
"69",1981-03-10,0.0622344447374344,0.149241108278477
"70",1981-03-11,0.112618888219198,0.146794532732928
"71",1981-03-12,0.0768933337728182,0.132115079459635
"72",1981-03-13,0,0.134561655005184
"73",1981-03-14,0.0852322220338713,0.127221928368538
"74",1981-03-15,0.0122888890883575,0.112542475095245
"75",1981-03-16,0.0433622224628926,0.132115079459635
"76",1981-03-17,0,0.110095899549696
"77",1981-03-18,0,0.124775352822989
"78",1981-03-19,0,0.112542475095245
"79",1981-03-20,0.0354622221489748,0.0929698707308544
"80",1981-03-21,0.33065888955858,0.0880767196397568
"81",1981-03-22,0,0.0880767196397568
"82",1981-03-23,0,0.0831835685486592
"83",1981-03-24,0,0.0929698707308544
"84",1981-03-25,0.00930444448172219,0.100309597367501
"85",1981-03-26,0,0.100309597367501
"86",1981-03-27,0.512973329650032,0.114989050640794
"87",1981-03-28,0.110863332245085,0.107649324004147
"88",1981-03-29,0,0.137008230550733
"89",1981-03-30,0,0.217745223553843
"90",1981-03-31,0.46767999765608,0.249550705645978
"91",1981-04-01,0,0.210405496917197
"92",1981-04-02,1.1455,0.457509627017626
"93",1981-04-03,0,0.322947972012442
"94",1981-04-04,0.00860222209534713,0.269123310010368
"95",1981-04-05,0,0.283802763283661
"96",1981-04-06,0.689845552709368,0.313161669830246
"97",1981-04-07,0,0.259337007828173
"98",1981-04-08,0,0.227531525736038
"99",1981-04-09,0,0.217745223553843
"100",1981-04-10,0.357343335760964,0.229978101281587
"101",1981-04-11,0.0445911112262143,0.188386317007258
"102",1981-04-12,0.150363335384263,0.173706863733965
"103",1981-04-13,0,0.161473986006221
"104",1981-04-14,0,0.198172619189453
"105",1981-04-15,0.772005570623609,0.22508495019049
"106",1981-04-16,0,0.173706863733965
"107",1981-04-17,0,0.166367137097318
"108",1981-04-18,0.828709990289478,0.212852072462746
